Index,Lot,Date,Time,pH,Temp,Current,Voltage,Result
1436,21,2021-09-14,오후 6:29:40.2,2.63,26.85,4.48,4.93,0
1437,21,2021-09-14,오후 6:29:45.2,2.11,22.13,3.73,4.14,0
1438,21,2021-09-14,오후 6:29:50.2,2.58,24.41,3.9,4.93,0
1439,21,2021-09-14,오후 6:29:55.2,2.12,24.34,3.88,3.71,0
1440,21,2021-09-14,오후 6:30:00.2,1.54,25.41,3.96,3.71,0
1441,21,2021-09-14,오후 6:30:05.2,1.77,26.74,3.46,3.72,0
1442,21,2021-09-14,오후 6:30:10.2,2.13,22.64,3.14,3.53,0
1443,21,2021-09-14,오후 6:30:15.2,2.75,22.12,3.25,4.22,0
1444,21,2021-09-14,오후 6:30:20.2,2.01,21.78,4.15,3.26,0
1445,21,2021-09-14,오후 6:30:25.2,2.8,26.5,3.03,3.05,0
1446,21,2021-09-14,오후 6:30:30.3,2.54,26.45,4.43,3.95,0
1447,21,2021-09-14,오후 6:30:35.3,2.55,22.18,4.4,3.54,0
1448,21,2021-09-14,오후 6:30:40.3,2.55,27.94,4.38,4.74,0
1449,21,2021-09-14,오후 6:30:45.3,1.67,24.91,4.19,3.47,0
1450,22,2021-09-14,오후 6:31:11.0,1.7,26.15,3.42,4.82,0
1451,22,2021-09-14,오후 6:31:16.0,2.02,23.89,3.2,4.84,0
1452,22,2021-09-14,오후 6:31:21.1,2,23.19,4.48,4.7,0
1453,22,2021-09-14,오후 6:31:26.1,1.6,27.28,3.84,3.81,0
1454,22,2021-09-14,오후 6:31:31.1,1.55,25.95,4.04,4.67,0
1455,22,2021-09-14,오후 6:31:36.1,2.36,24.79,3.43,4.45,0
1456,22,2021-09-14,오후 6:31:41.1,2.66,27.91,4.49,3.99,0
1457,22,2021-09-14,오후 6:31:46.1,2.46,21.24,4.34,3.75,0
1458,22,2021-09-14,오후 6:31:51.1,2.83,21.06,4.34,4.33,0
1459,22,2021-09-14,오후 6:31:56.1,1.74,27.74,3.19,3.87,0
1460,22,2021-09-14,오후 6:32:01.1,2.78,27.54,3.47,4.8,0
1461,22,2021-09-14,오후 6:32:06.1,2.11,23.95,3.28,3.71,0
1462,22,2021-09-14,오후 6:32:11.1,3.35,25.79,3.18,4.2,0
1463,22,2021-09-14,오후 6:32:16.1,1.74,24.98,4.38,3.65,0
1464,22,2021-09-14,오후 6:32:21.1,2.89,22.04,3.17,4.53,0
1465,22,2021-09-14,오후 6:32:26.1,2.3,27.78,3.21,4.46,0
1466,22,2021-09-14,오후 6:32:31.1,1.78,21.75,3.13,3.09,0
1467,22,2021-09-14,오후 6:32:36.1,2.33,26.81,3.75,4.23,0
1468,22,2021-09-14,오후 6:32:41.1,2.71,26.98,3.75,3.3,0
1469,22,2021-09-14,오후 6:32:46.1,3.22,24.9,3.35,1.6,0
1470,22,2021-09-14,오후 6:32:51.1,2.43,25.55,3.99,3.89,0
1471,22,2021-09-14,오후 6:32:56.2,1.88,22.79,4.25,3.85,0
1472,22,2021-09-14,오후 6:33:01.2,1.69,24.42,3.2,3.33,0
1473,22,2021-09-14,오후 6:33:06.2,2.04,21.95,4.47,4.06,0
1474,22,2021-09-14,오후 6:33:11.2,1.77,21.1,3.95,3.78,0
1475,22,2021-09-14,오후 6:33:16.2,2.03,24.2,3.19,3.48,0
1476,22,2021-09-14,오후 6:33:21.2,2.31,25.17,3.77,4.03,0
1477,22,2021-09-14,오후 6:33:26.2,2.97,24.38,4,4.3,0
1478,22,2021-09-14,오후 6:33:31.2,1.94,25.66,4.2,3.89,0
1479,22,2021-09-14,오후 6:33:36.2,2.78,26.04,4.18,3.19,0
1480,22,2021-09-14,오후 6:33:41.2,2.43,26.75,4.37,4.31,0
1481,22,2021-09-14,오후 6:33:46.2,2.8,21.93,3.43,4.43,0
1482,22,2021-09-14,오후 6:33:51.2,1.7,25.69,4.07,4.38,0
1483,22,2021-09-14,오후 6:33:56.2,2.13,26.38,3.83,3.31,0
1484,22,2021-09-14,오후 6:34:01.2,2.92,21.03,3.69,3.73,0
1485,22,2021-09-14,오후 6:34:06.2,2.45,24.2,3.22,3.65,0
1486,22,2021-09-14,오후 6:34:11.2,2.35,24.13,3.34,4.47,0
1487,22,2021-09-14,오후 6:34:16.2,2.13,23.17,4.29,4.25,0
1488,22,2021-09-14,오후 6:34:21.2,2.67,25.38,3.64,4.81,0
1489,22,2021-09-14,오후 6:34:26.2,2.95,23.52,4.3,3.68,0
1490,22,2021-09-14,오후 6:34:31.2,1.6,21.49,3.35,4.38,0
1491,22,2021-09-14,오후 6:34:36.2,2.62,25.92,3.76,3.75,0
1492,22,2021-09-14,오후 6:34:41.2,2.17,26.46,3.46,3.86,0
1493,22,2021-09-14,오후 6:34:46.2,2.77,23.74,3.24,4.68,0
1494,22,2021-09-14,오후 6:34:51.2,2.93,26.78,4.01,4,0
1495,22,2021-09-14,오후 6:34:56.3,2.38,24.28,3.22,4.44,0
1496,22,2021-09-14,오후 6:35:01.3,2.86,26.2,3.74,4.17,0
1497,22,2021-09-14,오후 6:35:06.3,1.95,25.05,3.8,3.86,0
1498,22,2021-09-14,오후 6:35:11.3,2.11,22.94,3.27,3.99,0
1499,22,2021-09-14,오후 6:35:16.3,2.23,24.82,4.34,3.18,0
1500,22,2021-09-14,오후 6:35:21.3,2.03,25.92,3.43,3.71,0
1501,22,2021-09-14,오후 6:35:26.3,1.89,25.39,4.15,3.2,0
1502,22,2021-09-14,오후 6:35:31.3,1.72,21.36,4.05,3.08,0
1503,22,2021-09-14,오후 6:35:36.3,2.66,23.88,3.92,4.48,0
1504,22,2021-09-14,오후 6:35:41.3,1.58,26.8,3.9,4.72,0
1505,22,2021-09-14,오후 6:35:46.3,2.38,26.71,3.82,4.77,0
1506,22,2021-09-14,오후 6:35:51.3,1.9,24.1,4.4,4.41,0
1507,22,2021-09-14,오후 6:35:56.3,1.87,23.52,3.76,3.18,0
1508,22,2021-09-14,오후 6:36:01.3,2.65,22.09,3.59,4.81,0
1509,22,2021-09-14,오후 6:36:06.3,2.75,26.48,3.86,3.21,0
1510,22,2021-09-14,오후 6:36:11.3,1.95,22.18,4.24,4.11,0
1511,22,2021-09-14,오후 6:36:16.3,1.89,26.25,3.52,3.45,0
1512,22,2021-09-14,오후 6:36:21.3,1.98,23.18,3.73,4.16,0
1513,22,2021-09-14,오후 6:36:26.3,1.72,26.82,4.29,4.35,0
1514,22,2021-09-14,오후 6:36:31.3,2.26,22.33,3.18,3.56,0
1515,22,2021-09-14,오후 6:36:36.3,2.29,24.98,2.2,2.01,0
1516,22,2021-09-14,오후 6:36:41.4,1.78,26.08,3.99,4.51,0
1517,22,2021-09-14,오후 6:36:46.4,1.78,27.46,3.74,4.24,0
1518,22,2021-09-14,오후 6:36:51.4,2.59,27.12,4.07,3.76,0
1,1,2021-09-15,오후 4:26:56.0,2.48,21.85,3.02,4.09,0
2,1,2021-09-15,오후 4:27:01.0,1.87,23.96,4.17,3.49,0
3,1,2021-09-15,오후 4:27:06.0,2.49,24.27,4.42,3.13,0
4,1,2021-09-15,오후 4:27:11.0,2.96,23.42,3.43,3.04,0
5,1,2021-09-15,오후 4:27:16.0,2.66,22.76,4.08,3.45,0
6,1,2021-09-15,오후 4:27:21.0,2.58,25.77,3.5,3.3,0
7,1,2021-09-15,오후 4:27:26.0,2.71,27.28,3.31,3.67,0
8,1,2021-09-15,오후 4:27:31.0,2.98,23.01,3.26,4.09,0
9,1,2021-09-15,오후 4:27:36.0,1.74,22.59,4.03,4.06,0
10,1,2021-09-15,오후 4:27:41.0,2.08,25.13,3.45,4.11,0
11,1,2021-09-15,오후 4:27:46.0,1.53,24.79,3.2,4.5,0
12,1,2021-09-15,오후 4:27:51.0,2.89,24.81,3.28,4.23,0
13,1,2021-09-15,오후 4:27:56.0,2.99,25.07,4.3,4.32,0
14,1,2021-09-15,오후 4:28:01.0,2.63,26.81,3.93,4.51,0
15,1,2021-09-15,오후 4:28:06.0,1.96,24.96,4.04,4.92,0
16,1,2021-09-15,오후 4:28:11.0,2.99,24.01,4.23,3.05,0
17,1,2021-09-15,오후 4:28:16.0,2.32,25.23,3.18,4.75,0
18,1,2021-09-15,오후 4:28:21.0,2.96,22.63,4.38,3.08,0
19,1,2021-09-15,오후 4:28:26.0,2.25,24.73,3.37,4,0
20,1,2021-09-15,오후 4:28:31.0,2.38,23.91,3.84,4.28,0
21,1,2021-09-15,오후 4:28:36.1,1.75,23.04,3.64,4.91,0
22,1,2021-09-15,오후 4:28:41.1,1.77,22.07,3.55,3.92,0
23,1,2021-09-15,오후 4:28:46.1,2.28,22.09,3.35,4.65,0
24,1,2021-09-15,오후 4:28:51.1,2.94,24.41,3.37,4.22,0
25,1,2021-09-15,오후 4:28:56.1,2.95,21.73,4.07,4.77,0
26,1,2021-09-15,오후 4:29:01.1,2.03,26.53,4.46,3.79,0
27,1,2021-09-15,오후 4:29:06.1,2.36,24.78,3.4,3.06,0
28,1,2021-09-15,오후 4:29:11.1,2.71,23.54,3.62,4.29,0
29,1,2021-09-15,오후 4:29:16.1,2.62,23.51,3.2,4.1,0
30,1,2021-09-15,오후 4:29:21.1,2.54,23.71,3.37,4.09,0
31,1,2021-09-15,오후 4:29:26.1,2.7,21.81,3.47,4.01,0
32,1,2021-09-15,오후 4:29:31.1,2.71,24.44,3.6,4.94,0
33,1,2021-09-15,오후 4:29:36.1,2.97,24.15,3.09,3.61,0
34,1,2021-09-15,오후 4:29:41.1,2.75,26.84,3.37,4.44,0
35,1,2021-09-15,오후 4:29:46.1,2.69,26.49,3.3,4.23,0
36,1,2021-09-15,오후 4:29:51.1,1.71,25.72,3.67,3.1,0
37,1,2021-09-15,오후 4:29:56.1,2.93,25.36,3.44,4.82,0
38,1,2021-09-15,오후 4:30:01.2,2.61,27.44,3.82,3.14,0
39,1,2021-09-15,오후 4:30:06.2,1.53,25.82,3.74,3.74,0
40,1,2021-09-15,오후 4:30:11.2,1.97,26.83,3.39,4.42,0
41,1,2021-09-15,오후 4:30:16.2,2.66,21.5,3.2,4.69,0
42,1,2021-09-15,오후 4:30:21.2,2.53,26.75,3.61,3.4,0
43,1,2021-09-15,오후 4:30:26.2,1.6,21.44,3.43,4.07,0
44,1,2021-09-15,오후 4:30:31.2,2.89,25.34,3.1,4.02,0
45,1,2021-09-15,오후 4:30:36.2,1.55,26.41,3.96,3.74,0
46,1,2021-09-15,오후 4:30:41.2,1.55,24.79,3.19,3.71,0
47,1,2021-09-15,오후 4:30:46.2,2.13,25.28,4.34,4.33,0
48,1,2021-09-15,오후 4:30:51.2,2.08,25.97,4.13,3.25,0
49,1,2021-09-15,오후 4:30:56.2,2.2,23.59,3.21,4.06,0
50,1,2021-09-15,오후 4:31:01.2,2.82,24.05,3.77,4.28,0
51,1,2021-09-15,오후 4:31:06.2,2.14,22.32,4.1,3.99,0
52,1,2021-09-15,오후 4:31:11.2,2.28,23.51,4.36,3.31,0
53,1,2021-09-15,오후 4:31:16.2,1.9,22.81,4.4,3.21,0
54,1,2021-09-15,오후 4:31:21.2,2.7,22.17,3.44,4.76,0
55,1,2021-09-15,오후 4:31:26.2,2.23,21.74,4.05,4.12,0
56,1,2021-09-15,오후 4:31:31.3,2.51,21.23,4.34,3.86,0
57,1,2021-09-15,오후 4:31:36.3,1.84,24.78,3.44,4.8,0
58,1,2021-09-15,오후 4:31:41.3,1.59,25.17,4.34,3.4,0
59,1,2021-09-15,오후 4:31:46.3,2.34,27.47,4.14,4.17,0
60,1,2021-09-15,오후 4:31:51.3,2.49,21.83,3.71,4.21,0
61,1,2021-09-15,오후 4:31:56.3,2.16,27.88,3.06,3.56,0
62,1,2021-09-15,오후 4:32:01.3,1.85,25.38,3.86,3.75,0
63,1,2021-09-15,오후 4:32:06.3,2.34,25.49,3.97,3.57,0
64,1,2021-09-15,오후 4:32:11.3,2.71,27.23,4.31,4,0
65,1,2021-09-15,오후 4:32:16.3,2.2,24.83,3.29,4.01,0
66,1,2021-09-15,오후 4:32:21.3,1.77,22.54,4.03,4.2,0
67,1,2021-09-15,오후 4:32:26.3,2.77,23.97,3.41,4.44,0
68,1,2021-09-15,오후 4:32:31.3,1.94,22.46,3.11,3.07,0
69,1,2021-09-15,오후 4:32:36.3,1.92,27.71,3.33,4.25,0
70,2,2021-09-15,오후 4:33:03.5,2.92,24.85,3.4,3.51,0
71,2,2021-09-15,오후 4:33:08.5,2.01,21.06,4.37,3.31,0
72,2,2021-09-15,오후 4:33:13.5,2.78,24.32,4.41,3.5,0
73,2,2021-09-15,오후 4:33:18.5,1.97,25.59,3.65,3.87,0
74,2,2021-09-15,오후 4:33:23.5,1.94,19.42,3.13,4.31,0
75,2,2021-09-15,오후 4:33:28.6,2.96,22.54,3.07,4.94,0
76,2,2021-09-15,오후 4:33:33.6,2.38,21.56,4.26,4.18,0
77,2,2021-09-15,오후 4:33:38.6,2,21.39,3.2,3.43,0
78,2,2021-09-15,오후 4:33:43.6,2.85,24.71,3.87,4.23,0
79,2,2021-09-15,오후 4:33:48.6,2.07,22.64,3.65,3.29,0
80,2,2021-09-15,오후 4:33:53.6,1.68,22.18,4.12,4.11,0
81,2,2021-09-15,오후 4:33:58.6,4.16,26.65,4.1,3.05,0
82,2,2021-09-15,오후 4:34:03.6,2.9,24.48,3.21,4.63,0
83,2,2021-09-15,오후 4:34:08.6,2.8,25.65,3.61,4.6,0
84,2,2021-09-15,오후 4:34:13.6,2.1,25.65,4.32,4.65,0
85,2,2021-09-15,오후 4:34:18.6,1.9,24.29,3.51,3.67,0
86,2,2021-09-15,오후 4:34:23.6,2.17,26.28,4.04,3.15,0
87,2,2021-09-15,오후 4:34:28.6,2.72,25.02,4.08,3.18,0
88,2,2021-09-15,오후 4:34:33.6,2.79,26.35,3.17,3.24,0
89,2,2021-09-15,오후 4:34:38.6,1.74,24.24,3.09,4.06,0
90,2,2021-09-15,오후 4:34:43.6,2.15,24,4.36,4.41,0
91,2,2021-09-15,오후 4:34:48.6,2.73,21.9,4.01,4.44,0
92,2,2021-09-15,오후 4:34:53.7,2.74,21.89,3.4,4.59,0
93,2,2021-09-15,오후 4:34:58.7,1.67,24.47,3.06,4.01,0
94,2,2021-09-15,오후 4:35:03.7,2.87,25.95,4.04,3.39,0
95,2,2021-09-15,오후 4:35:08.7,2.21,21.78,4.04,3.28,0
96,2,2021-09-15,오후 4:35:13.7,2.18,27.23,4.27,3.96,0
97,2,2021-09-15,오후 4:35:18.7,2.36,24.51,3.86,3.31,0
98,2,2021-09-15,오후 4:35:23.7,2.52,26.6,3.97,3.05,0
99,2,2021-09-15,오후 4:35:28.7,2.32,23.61,3.52,3.1,0
100,2,2021-09-15,오후 4:35:33.7,2.5,27.67,3.02,4.92,0
101,2,2021-09-15,오후 4:35:38.7,1.64,22.29,3.31,4.16,0
102,2,2021-09-15,오후 4:35:43.7,2.36,23.85,4.16,4.72,0
103,2,2021-09-15,오후 4:35:48.7,2.45,24.1,4.13,4.43,0
104,2,2021-09-15,오후 4:35:53.7,1.98,24.71,3.08,4.19,0
105,2,2021-09-15,오후 4:35:58.7,1.98,26.84,3.8,4.43,0
106,2,2021-09-15,오후 4:36:03.7,3.42,25.04,4.28,2.35,0
107,2,2021-09-15,오후 4:36:08.7,2.6,27.13,4.03,3.86,0
108,2,2021-09-15,오후 4:36:13.7,2.52,22.02,3.48,3.01,0
109,2,2021-09-15,오후 4:36:18.7,1.69,26.62,3.74,3.75,0
110,2,2021-09-15,오후 4:36:23.7,2.78,25.47,3.31,3.46,0
111,2,2021-09-15,오후 4:36:28.8,2.69,25.49,4.34,3.85,0
112,2,2021-09-15,오후 4:36:33.8,2.87,21.98,3.64,3.81,0
113,2,2021-09-15,오후 4:36:38.8,2.28,22.6,4.39,4.14,0
114,2,2021-09-15,오후 4:36:43.8,1.82,26.14,4.23,3.32,0
115,2,2021-09-15,오후 4:36:48.8,2.67,24.1,3.95,4.18,0
116,2,2021-09-15,오후 4:36:53.8,1.63,23.48,3.86,3.97,0
117,2,2021-09-15,오후 4:36:58.8,2.36,24.66,4.3,3.64,0
118,2,2021-09-15,오후 4:37:03.8,1.84,26.76,3.77,4.41,0
119,2,2021-09-15,오후 4:37:08.8,1.54,26.35,4.19,4.05,0
120,2,2021-09-15,오후 4:37:13.8,2.39,23.82,3.34,3.46,0
121,2,2021-09-15,오후 4:37:18.8,2.86,24.54,4.24,4.77,0
122,2,2021-09-15,오후 4:37:23.8,1.72,27.56,4.19,4.49,0
123,2,2021-09-15,오후 4:37:28.8,2.45,27,4.12,4.03,0
124,2,2021-09-15,오후 4:37:33.8,2.15,22.91,3.36,3.57,0
125,2,2021-09-15,오후 4:37:38.8,1.56,21.87,3.06,3.84,0
126,2,2021-09-15,오후 4:37:43.8,1.89,25.42,3.13,3.39,0
127,2,2021-09-15,오후 4:37:48.8,2.05,22.36,3.97,3.45,0
128,2,2021-09-15,오후 4:37:53.8,1.62,21.66,3.4,4.31,0
129,2,2021-09-15,오후 4:37:58.8,2.24,22.48,4.12,3.6,0
130,2,2021-09-15,오후 4:38:03.8,1.54,27.22,3.03,4.18,0
131,2,2021-09-15,오후 4:38:08.8,2.37,23.96,3.78,4.03,0
132,2,2021-09-15,오후 4:38:13.8,2.67,23.91,4.15,4.96,0
133,2,2021-09-15,오후 4:38:18.9,2.14,25.71,3.59,4.89,0
134,2,2021-09-15,오후 4:38:23.9,1.87,25.72,3.36,4.03,0
135,2,2021-09-15,오후 4:38:28.9,1.72,24.67,3.74,3.67,0
136,2,2021-09-15,오후 4:38:33.9,2.6,23.15,3.96,3.49,0
137,2,2021-09-15,오후 4:38:38.9,2.19,26.95,3.55,4.85,0
138,2,2021-09-15,오후 4:38:43.9,2.17,26.71,4.48,3.49,0
139,3,2021-09-15,오후 4:39:10.6,1.8,25.57,4.16,3.47,0
140,3,2021-09-15,오후 4:39:15.6,2.15,25.91,3.42,4.16,0
141,3,2021-09-15,오후 4:39:20.6,2.95,22.39,3.76,4.91,0
142,3,2021-09-15,오후 4:39:25.6,2.92,27,3.63,4.94,0
143,3,2021-09-15,오후 4:39:30.6,2.03,22.45,4.35,3.69,0
144,3,2021-09-15,오후 4:39:35.6,2.76,21.71,3.69,4.22,0
145,3,2021-09-15,오후 4:39:40.6,2.62,27.36,3.39,3.08,0
146,3,2021-09-15,오후 4:39:45.6,1.76,21.22,3.84,4.08,0
147,3,2021-09-15,오후 4:39:50.6,2.44,22.07,3.69,4.07,0
148,3,2021-09-15,오후 4:39:55.6,2.46,26,4.29,3.76,0
149,3,2021-09-15,오후 4:40:00.6,5.02,25,3.29,3.37,0
150,3,2021-09-15,오후 4:40:05.6,2.21,24.05,4.12,3.65,0
151,3,2021-09-15,오후 4:40:10.6,2.79,22.78,3.13,4.86,0
152,3,2021-09-15,오후 4:40:15.6,1.89,26.25,4.28,4.25,0
153,3,2021-09-15,오후 4:40:20.6,1.59,25.65,4.17,3.17,0
154,3,2021-09-15,오후 4:40:25.6,1.51,25.73,4.41,3.45,0
155,3,2021-09-15,오후 4:40:30.6,2.73,23.57,3.08,3.22,0
156,3,2021-09-15,오후 4:40:35.6,2.12,21.3,3.95,3.04,0
157,3,2021-09-15,오후 4:40:40.6,1.58,24.89,3.93,4.72,0
158,3,2021-09-15,오후 4:40:45.7,2.75,21.89,3.36,3.93,0
159,3,2021-09-15,오후 4:40:50.7,2.66,23.69,3.12,3.33,0
160,3,2021-09-15,오후 4:40:55.7,2.78,23.34,3.93,4.39,0
161,3,2021-09-15,오후 4:41:00.7,1.72,27.96,3.35,3.19,0
162,3,2021-09-15,오후 4:41:05.7,1.7,24.27,3.83,3.73,0
163,3,2021-09-15,오후 4:41:10.7,2.12,26.65,4.41,4.87,0
164,3,2021-09-15,오후 4:41:15.7,1.6,25.48,3.39,3.01,0
165,3,2021-09-15,오후 4:41:20.7,2.66,26.66,3.91,4.53,0
166,3,2021-09-15,오후 4:41:25.7,2.4,24.29,3.73,4.89,0
167,3,2021-09-15,오후 4:41:30.7,1.76,21.16,4.47,3.61,0
168,3,2021-09-15,오후 4:41:35.7,2.52,24.36,4.18,4.4,0
169,3,2021-09-15,오후 4:41:40.7,2.42,25.3,4.16,1.2,0
170,3,2021-09-15,오후 4:41:45.7,2.37,25.97,3.73,3.28,0
171,3,2021-09-15,오후 4:41:50.7,1.59,25.85,3.88,3.52,0
172,3,2021-09-15,오후 4:41:55.7,1.58,21.19,4.17,4.66,0
173,3,2021-09-15,오후 4:42:00.7,2.24,22.49,3.2,3.76,0
174,3,2021-09-15,오후 4:42:05.7,1.72,27.41,4.1,4.84,0
175,3,2021-09-15,오후 4:42:10.8,2.11,23.55,4.25,3.47,0
176,3,2021-09-15,오후 4:42:15.8,2.72,24.44,4.2,3.34,0
177,3,2021-09-15,오후 4:42:20.8,2.12,23.86,3.58,4.54,0
178,3,2021-09-15,오후 4:42:25.8,2.15,27.67,4.47,4.57,0
179,3,2021-09-15,오후 4:42:30.8,1.72,24.09,4.38,4.9,0
180,3,2021-09-15,오후 4:42:35.8,2.13,27.59,3.25,4.15,0
181,3,2021-09-15,오후 4:42:40.8,1.73,22.79,4.49,3.14,0
182,3,2021-09-15,오후 4:42:45.8,2.52,27.72,4.38,3.39,0
183,3,2021-09-15,오후 4:42:50.8,1.81,25.5,4.07,4.17,0
184,3,2021-09-15,오후 4:42:55.8,1.95,25.15,3.54,3.75,0
185,3,2021-09-15,오후 4:43:00.8,2.25,23.72,4.2,3.73,0
186,3,2021-09-15,오후 4:43:05.8,2.29,26.39,3.15,4.32,0
187,3,2021-09-15,오후 4:43:10.8,1.96,22.68,3.41,3.48,0
188,3,2021-09-15,오후 4:43:15.8,2.13,26.8,3.37,4.26,0
189,3,2021-09-15,오후 4:43:20.8,2.63,22.87,3.52,3.69,0
190,3,2021-09-15,오후 4:43:25.8,2.18,25.9,3.92,4.75,0
191,3,2021-09-15,오후 4:43:30.8,1.74,25.73,3.89,3.04,0
192,3,2021-09-15,오후 4:43:35.8,2.54,22.28,4.37,3.84,0
193,3,2021-09-15,오후 4:43:40.8,2.51,23.67,3.97,3.86,0
194,3,2021-09-15,오후 4:43:45.8,2.69,24.34,3.52,4.93,0
195,3,2021-09-15,오후 4:43:50.8,2.88,22.08,3.36,4.05,0
196,3,2021-09-15,오후 4:43:55.8,2,25.83,3.42,4.56,0
197,3,2021-09-15,오후 4:44:00.8,2.45,22.42,3.47,3.09,0
198,3,2021-09-15,오후 4:44:05.8,2.9,26.27,3.1,3.52,0
199,3,2021-09-15,오후 4:44:10.9,1.73,23.61,3.54,3.28,0
200,3,2021-09-15,오후 4:44:15.9,2.05,27.34,3.06,4.99,0
201,3,2021-09-15,오후 4:44:20.9,2.29,21.73,3.19,3.61,0
202,3,2021-09-15,오후 4:44:25.9,2.95,24.43,3.98,3.96,0
203,3,2021-09-15,오후 4:44:30.9,1.66,24.49,3.25,1.29,0
204,3,2021-09-15,오후 4:44:35.9,1.62,23.38,3.84,4.27,0
205,3,2021-09-15,오후 4:44:40.9,2.61,21.1,3.53,3.73,0
206,3,2021-09-15,오후 4:44:45.9,2.17,22.02,3.19,3.13,0
207,3,2021-09-15,오후 4:44:50.9,1.54,21.57,4.21,4.87,0
208,4,2021-09-15,오후 4:45:17.8,1.75,25.77,4.26,3.37,0
209,4,2021-09-15,오후 4:45:22.8,1.83,23.08,4.08,3.06,0
210,4,2021-09-15,오후 4:45:27.8,2.91,26.59,4.46,4.16,0
211,4,2021-09-15,오후 4:45:32.8,2.6,23.28,4.11,3.8,0
212,4,2021-09-15,오후 4:45:37.9,2.79,26.14,4.25,4.1,0
213,4,2021-09-15,오후 4:45:42.9,1.79,23.63,3.13,4.49,0
214,4,2021-09-15,오후 4:45:47.9,1.79,24.86,4.17,4.44,0
215,4,2021-09-15,오후 4:45:52.9,2.29,26.28,3.09,4.46,0
216,4,2021-09-15,오후 4:45:57.9,2.57,24.81,3.94,4.66,0
217,4,2021-09-15,오후 4:46:02.9,2.93,23.28,3.98,3.29,0
218,4,2021-09-15,오후 4:46:07.9,2.46,26.85,4.28,3.32,0
219,4,2021-09-15,오후 4:46:12.9,2.05,25.69,3.7,3.75,0
220,4,2021-09-15,오후 4:46:17.9,2.42,25.48,4.02,4.1,0
221,4,2021-09-15,오후 4:46:22.9,2.17,24.81,4.13,4.38,0
222,4,2021-09-15,오후 4:46:27.9,1.59,24.92,3.74,3.81,0
223,4,2021-09-15,오후 4:46:32.9,2.56,26.12,4.14,3.22,0
224,4,2021-09-15,오후 4:46:37.9,2.25,25.74,4.4,3.75,0
225,4,2021-09-15,오후 4:46:42.9,1.53,21.17,4.22,3.2,0
226,4,2021-09-15,오후 4:46:47.9,1.72,22.94,4.08,4.44,0
227,4,2021-09-15,오후 4:46:52.9,2.07,21.81,4.19,4.77,0
228,4,2021-09-15,오후 4:46:57.9,1.97,26.39,3.79,3.61,0
229,4,2021-09-15,오후 4:47:02.9,2.03,27.65,3.23,3.93,0
230,4,2021-09-15,오후 4:47:07.9,2.88,25.19,3.7,3.28,0
231,4,2021-09-15,오후 4:47:13.0,2.77,27.53,3.26,4.21,0
232,4,2021-09-15,오후 4:47:18.0,1.98,26,3.26,3.53,0
233,4,2021-09-15,오후 4:47:23.0,2.9,21.45,3.67,3.09,0
234,4,2021-09-15,오후 4:47:28.0,2.96,23.14,3.34,4.36,0
235,4,2021-09-15,오후 4:47:33.0,2.08,22.78,3.73,3.12,0
236,4,2021-09-15,오후 4:47:38.0,1.75,21.67,4.07,4.77,0
237,4,2021-09-15,오후 4:47:43.0,1.76,26.1,4.07,3.35,0
238,4,2021-09-15,오후 4:47:48.0,1.56,25.42,4.11,3.82,0
239,4,2021-09-15,오후 4:47:53.0,1.8,21.83,3.29,3.56,0
240,4,2021-09-15,오후 4:47:58.0,2.05,22.47,4.07,3.07,0
241,4,2021-09-15,오후 4:48:03.0,2.7,22.95,3.46,4.82,0
242,4,2021-09-15,오후 4:48:08.0,2.4,25.79,4.05,4.28,0
243,4,2021-09-15,오후 4:48:13.0,2.21,24.44,3.23,4.65,0
244,4,2021-09-15,오후 4:48:18.0,1.67,23.83,4.3,3.63,0
245,4,2021-09-15,오후 4:48:23.0,2.19,25.5,4.46,3.85,0
246,4,2021-09-15,오후 4:48:28.0,1.9,22.47,4.09,3.37,0
247,4,2021-09-15,오후 4:48:33.0,1.91,21.17,3.53,4.78,0
248,4,2021-09-15,오후 4:48:38.0,2.62,21.37,3.32,4.12,0
249,4,2021-09-15,오후 4:48:43.0,2.82,25.7,3.87,4.32,0
250,4,2021-09-15,오후 4:48:48.0,1.55,25.5,3.27,4.9,0
251,4,2021-09-15,오후 4:48:53.0,2.2,23.08,3.52,3.63,0
252,4,2021-09-15,오후 4:48:58.0,3.48,27,2,4.6,0
253,4,2021-09-15,오후 4:49:03.0,1.93,24.47,4.09,3.43,0
254,4,2021-09-15,오후 4:49:08.0,2.47,26.07,4.26,3.45,0
255,4,2021-09-15,오후 4:49:13.0,1.98,21.08,3.85,3.8,0
256,4,2021-09-15,오후 4:49:18.0,2.21,23.2,3.71,3.7,0
257,4,2021-09-15,오후 4:49:23.1,2.22,23.94,3.96,3.78,0
258,4,2021-09-15,오후 4:49:28.1,2.55,23.82,4.28,4.52,0
259,4,2021-09-15,오후 4:49:33.1,2.93,24.04,4.19,4.06,0
260,4,2021-09-15,오후 4:49:38.1,1.79,26.92,4.26,4.27,0
261,4,2021-09-15,오후 4:49:43.1,2.59,21.7,4.03,3.9,0
262,4,2021-09-15,오후 4:49:48.1,2.93,25.21,3.27,3.2,0
263,4,2021-09-15,오후 4:49:53.1,2.51,22.61,4.21,3.1,0
264,4,2021-09-15,오후 4:49:58.1,2.31,21.83,3.3,4.27,0
